crash_date,district,zone,crash_occurred_on,type_of_roadway,road_surface,weather_condition,lighting_condition,injury,fatality,hit_and_run,pedestrian_involved,train_involved,intersection,total_vehicles,vehicle_alignment,relation_to_roadway,manner_of_collision,primary_factor,secondary_factor,latitude,longitude,day_of_week,crash_month
2025-09-19,10,Other,interstate,one-way road,dry,clear,dark - not lighted,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4780148602965,-91.1670789222176,friday,9
2025-09-18,11,3c-3,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.415449915386,-91.0625690427136,thursday,9
2025-09-18,8,3e-2,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4292759865996,-91.0562970041275,thursday,9
2025-09-18,8,3f-3,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.4107951431362,-91.0514458003116,thursday,9
2025-09-18,9,3f-1,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4271688048613,-91.0074924618395,thursday,9
2025-09-18,11,3g-3,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4333759400174,-91.0820633733442,thursday,9
2025-09-18,8,3f-1,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4418861247851,-91.0101200950829,thursday,9
2025-09-18,10,1a-1,interstate,one-way road,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,violations,violations,30.4457331227356,-91.179280560472,thursday,9
2025-09-18,10,1b-1,state highway,two-way road with no physical separation,dry,clear,dark - unknown lighting,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4450254317567,-91.1657856360073,thursday,9
2025-09-18,10,2c-3,state highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,driver condition,30.3884240773647,-91.1719172819981,thursday,9
2025-09-17,7,2a-2,city street,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,driver condition,30.4362299109204,-91.1526241581094,wednesday,9
2025-09-17,12,Other,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,driver condition,30.4366855042463,-91.1666869868101,wednesday,9
2025-09-17,12,2b-2,city street,two-way road with no physical separation,dry,clear,dawn/dusk,0,0,0,0,0,False,4,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4169131723829,-91.1429770378848,wednesday,9
2025-09-17,10,1b-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4552517692149,-91.1673554137537,wednesday,9
2025-09-16,6,3c-2,us highway,two-way road with physical separation,dry,cloudy,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4362288018649,-91.0838998462429,tuesday,9
2025-09-16,7,1c-1,city street,one-way road,dry,clear,daylight,1,0,0,0,0,False,3,straight,on roadway,Rear-End,violations,movement prior to crash,30.4455599730321,-91.1358490799006,tuesday,9
2025-09-16,7,2b-2,off road/private property,two-way road with no physical separation,unknown,unknown,unknown,1,0,0,0,0,False,2,straight,"off roadway, location unknown",Single Vehicle / Non-Collision,violations,not applicable,30.4214282713235,-91.1341866614074,tuesday,9
2025-09-16,7,2b-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Rear-End,violations,driver condition,30.4271387369561,-91.1372041472192,tuesday,9
2025-09-16,10,Other,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,violations,30.4578915708227,-91.169138934144,tuesday,9
2025-09-16,6,3a-1,state highway,two-way road with no physical separation,dry,clear,daylight,0,0,1,0,0,False,2,straight,on roadway,Sideswipe,violations,driver condition,30.4837039739797,-91.08939711335,tuesday,9
2025-09-16,9,3f-3,us highway,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.3764290340695,-91.0346981419645,tuesday,9
2025-09-16,8,3e-5,off road/private property,two-way road with no physical separation,dry,clear,dark - street lights at intersection only,0,0,0,0,0,False,1,not on trafficway,unknown,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4371545179641,-91.0460271993871,tuesday,9
2025-09-16,7,2a-2,city street,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.4364210679652,-91.1321052337523,tuesday,9
2025-09-16,8,3f-2,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4113338896516,-91.0514690276253,tuesday,9
2025-09-16,10,5a-1,us highway,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4495207632402,-91.1810237804802,tuesday,9
2025-09-16,11,3g-4,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4194620415798,-91.0984227040439,tuesday,9
2025-09-16,8,3c-3,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4165463161091,-91.0697935278098,tuesday,9
2025-09-16,6,Other,off road/private property,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,False,2,straight,"off roadway, location unknown",Single Vehicle / Non-Collision,violations,movement prior to crash,30.4685766892233,-91.0491423160919,tuesday,9
2025-09-16,4,Other,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4665013485569,-91.009502112676,tuesday,9
2025-09-16,6,1d-2,us highway,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4710731851507,-91.1089412527502,tuesday,9
2025-09-16,4,Other,us highway,two-way road with a physical barrier,dry,clear,daylight,0,0,1,0,0,True,2,straight,on roadway,Angle,violations,driver condition,30.4625410598771,-91.0352665614188,tuesday,9
2025-09-16,8,3f-2,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4218147777837,-91.0515033599648,tuesday,9
2025-09-16,4,Other,city street,two-way road with no physical separation,dry,clear,unknown,1,0,0,0,0,False,2,not on trafficway,on roadway,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4558256881483,-91.0418112944524,tuesday,9
2025-09-16,11,3g-3,city street,one-way road,dry,clear,daylight,1,0,0,0,0,True,2,straight,unknown,Backing,violations,movement prior to crash,30.4423943932124,-91.1022053504814,tuesday,9
2025-09-16,8,3f-2,city street,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,False,3,straight,on roadway,Rear-End,violations,driver condition,30.4121026476432,-91.0516459175102,tuesday,9
2025-09-15,12,2e-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,driver condition,30.3735017829903,-91.1219826119687,monday,9
2025-09-15,10,5a-1,city street,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4434772325782,-91.1825837535771,monday,9
2025-09-15,10,1b-1,city street,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,movement prior to crash,violations,30.4521710788968,-91.1629755627919,monday,9
2025-09-15,12,2b-1,interstate,one-way road,dry,clear,daylight,0,0,1,0,0,False,2,straight,on roadway,Rear-End,violations,driver condition,30.422711744045,-91.1553723026254,monday,9
2025-09-15,6,3c-3,interstate,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,0,0,0,False,2,curve right,on roadway,Angle,violations,movement prior to crash,30.426882475009,-91.0768685167813,monday,9
2025-09-15,8,3f-1,city street,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Angle,violations,violations,30.4400165825482,-91.0175042257481,monday,9
2025-09-15,6,3b-1,city street,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,driver condition,30.4578307174362,-91.0982662865576,monday,9
2025-09-15,4,Other,off road/private property,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,False,2,not on trafficway,in parking lane or zone,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4638306453746,-91.0272390234996,monday,9
2025-09-15,7,1b-2,city street,one-way road,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4700570946501,-91.156467682291,monday,9
2025-09-15,12,2c-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,3,straight,on roadway,Rear-End,violations,movement prior to crash,30.3932948519701,-91.158973766099,monday,9
2025-09-15,10,5a-1,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,False,1,straight,roadside,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4438768163099,-91.1791355055689,monday,9
2025-09-15,8,3f-1,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4255117082667,-91.007678214162,monday,9
2025-09-15,10,2c-1,state highway,two-way road with physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4322937442986,-91.1874988308372,monday,9
2025-09-15,11,2f-2,city street,two-way road with a physical barrier,dry,clear,daylight,0,0,1,0,0,True,2,straight,on roadway,Sideswipe,violations,driver condition,30.3890177164851,-91.092515628956,monday,9
2025-09-15,11,3g-4,interstate,one-way road,dry,clear,daylight,0,0,0,0,0,True,2,straight,unknown,Rear-End,violations,movement prior to crash,30.4181940507972,-91.0874639302938,monday,9
2025-09-15,7,2b-1,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Sideswipe,violations,driver condition,30.4247218296518,-91.1552527098671,monday,9
2025-09-15,11,3g-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,True,2,straight,unknown,Angle,violations,movement prior to crash,30.4314998320738,-91.1097916465942,monday,9
2025-09-15,8,3f-2,off road/private property,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,1,0,0,True,2,straight,"off roadway, location unknown",Single Vehicle / Non-Collision,violations,movement prior to crash,30.4251770686935,-91.0534357447268,monday,9
2025-09-15,5,Other,city street,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.4786827548716,-91.058296516019,monday,9
2025-09-15,4,Other,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Sideswipe,movement prior to crash,violations,30.4665793407133,-91.0100919465699,monday,9
2025-09-15,6,Other,city street,two-way road with no physical separation,dry,clear,dawn/dusk,1,0,1,0,0,False,2,straight,"off roadway, location unknown",Single Vehicle / Non-Collision,violations,not applicable,30.4649686088869,-91.0420009645482,monday,9
2025-09-15,10,1a-1,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,not applicable,30.4389105039004,-91.1844325473527,monday,9
2025-09-14,10,Other,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,movement prior to crash,violations,30.4416494348337,-91.1636192386294,sunday,9
2025-09-14,7,1b-2,state highway,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4745468452282,-91.1619330839443,sunday,9
2025-09-14,4,Other,us highway,two-way road with no physical separation,dry,clear,dark - continuous street lights,0,0,1,0,0,True,2,straight,on roadway,Unknown,violations,movement prior to crash,30.4606663074605,-91.0454878249773,sunday,9
2025-09-14,2,4b-2,state highway,two-way road with physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.5214039449859,-91.1598217197336,sunday,9
2025-09-14,7,2a-2,off road/private property,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,in parking lane or zone,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4440158458692,-91.135748837054,sunday,9
2025-09-14,12,2d-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,movement prior to crash,violations,30.4096462146115,-91.1476536285029,sunday,9
2025-09-14,6,3d-1,us highway,two-way road with a physical barrier,dry,clear,dark - continuous street lights,1,0,1,0,0,False,2,straight,"on shoulder, left side",Single Vehicle / Non-Collision,movement prior to crash,violations,30.4576189604655,-91.0677116245822,sunday,9
2025-09-14,7,1c-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Backing,violations,movement prior to crash,30.4445051442174,-91.1445583223064,sunday,9
2025-09-14,10,1a-1,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,movement prior to crash,violations,30.4393664314937,-91.1956834187689,sunday,9
2025-09-14,6,Other,off road/private property,one-way road,dry,clear,dark - unknown lighting,1,0,1,0,0,False,2,straight,in parking lane or zone,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4553216197,-91.1262538277808,sunday,9
2025-09-14,6,3e-1,city street,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4525381808413,-91.0580414260709,sunday,9
2025-09-14,8,3f-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4054237861918,-91.0370262727285,sunday,9
2025-09-13,6,3a-1,city street,two-way road with physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Rear-End,violations,violations,30.4834813940697,-91.0897199639472,saturday,9
2025-09-13,8,3f-1,interstate,one-way road,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4371473807965,-91.0249900530576,saturday,9
2025-09-13,4,Other,us highway,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4618016988984,-91.0381307409824,saturday,9
2025-09-13,10,Other,city street,two-way road with no physical separation,dry,clear,dark - continuous street lights,0,0,1,0,0,False,2,straight,outside road/right-of-way,Single Vehicle / Non-Collision,movement prior to crash,movement prior to crash,30.4781572990234,-91.1617073314061,saturday,9
2025-09-13,7,1c-3,city street,two-way road with no physical separation,dry,cloudy,daylight,1,0,1,0,0,True,2,straight,on roadway,Angle,violations,not applicable,30.4789275981002,-91.1396924909986,saturday,9
2025-09-13,12,2d-2,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,movement prior to crash,violations,30.425160165874,-91.1594553470667,saturday,9
2025-09-13,10,1a-1,state highway,two-way road with a physical barrier,dry,clear,dark - continuous street lights,0,0,0,1,0,False,1,straight,on roadway,Single Vehicle / Non-Collision,movement prior to crash,non-motorist action,30.4363745249341,-91.1872062315384,saturday,9
2025-09-13,10,5a-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4434069352369,-91.185304586397,saturday,9
2025-09-13,8,3f-2,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4300068356421,-91.0253619944119,saturday,9
2025-09-13,7,2b-2,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.422930594499,-91.1366341497227,saturday,9
2025-09-13,5,Other,city street,one-way road,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.506336,-91.1354053730139,saturday,9
2025-09-13,11,3g-4,off road/private property,one-way road,dry,clear,daylight,1,0,1,0,0,False,2,straight,in parking lane or zone,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4198219948114,-91.0887278926445,saturday,9
2025-09-13,6,3c-1,us highway,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,violations,30.4434891651233,-91.0889751354144,saturday,9
2025-09-13,6,3c-3,off road/private property,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,in parking lane or zone,Single Vehicle / Non-Collision,violations,movement prior to crash,30.4302347744901,-91.0795327379604,saturday,9
2025-09-13,7,4g-2,city street,two-way road with no physical separation,dry,cloudy,daylight,1,0,0,1,0,False,1,straight,roadside,Single Vehicle / Non-Collision,movement prior to crash,violations,30.4794188113248,-91.1406640470566,saturday,9
2025-09-13,11,2a-2,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,not applicable,30.4390070603171,-91.1271858247481,saturday,9
2025-09-13,2,4b-2,state highway,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.5330508962527,-91.1412645983677,saturday,9
2025-09-13,10,2c-3,city street,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,0,0,0,False,2,straight,on roadway,Backing,movement prior to crash,movement prior to crash,30.3931205732741,-91.1807255380471,saturday,9
2025-09-13,10,2c-1,state highway,two-way road with physical separation,dry,clear,dark - continuous street lights,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4347239228468,-91.187283707168,saturday,9
2025-09-13,10,2c-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4237501983825,-91.1791174437864,saturday,9
2025-09-13,7,Other,off road/private property,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,0,0,0,False,2,straight,"off roadway, location unknown",Single Vehicle / Non-Collision,vision obstructions,not applicable,30.4507407571018,-91.1306907642709,saturday,9
2025-09-13,7,1c-3,city street,two-way road with no physical separation,dry,clear,dark - continuous street lights,1,0,0,0,0,False,1,straight,roadside,Single Vehicle / Non-Collision,driver condition,driver condition,30.4708411663593,-91.1354486646618,saturday,9
2025-09-13,4,3e-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.436838134966,-91.0572662098987,saturday,9
2025-09-13,5,Other,city street,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,not applicable,30.498721273017,-91.1534233462962,saturday,9
2025-09-13,8,3f-2,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4285472237363,-91.0560082539184,saturday,9
2025-09-12,5,4f-2,us highway,two-way road with a physical barrier,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Angle,violations,violations,30.4974000203489,-91.1276109384324,friday,9
2025-09-12,12,2c-3,city street,two-way road with a physical barrier,dry,clear,dark - continuous street lights,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,movement prior to crash,violations,30.3921354233271,-91.1615485527656,friday,9
2025-09-12,6,3c-3,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,"on shoulder, left side",Angle,violations,movement prior to crash,30.429724713785,-91.0792521864361,friday,9
2025-09-12,12,2d-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.3964431450004,-91.1574288155198,friday,9
2025-09-12,8,3f-1,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Rear-End,violations,violations,30.4370740173039,-91.0245459821069,friday,9
2025-09-12,7,1c-3,city street,one-way road,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.4715237620198,-91.1555511487309,friday,9
2025-09-12,7,2e-3,off road/private property,two-way road with no physical separation,dry,cloudy,daylight,1,0,0,0,0,False,2,straight,"off roadway, location unknown",Sideswipe,violations,movement prior to crash,30.4045563339232,-91.1044086693363,friday,9
2025-09-12,10,2d-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.4188075746888,-91.1744054679561,friday,9
2025-09-12,7,2b-2,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Backing,violations,violations,30.4218273662255,-91.1401431948141,friday,9
2025-09-12,10,1a-2,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,not applicable,30.4505426994543,-91.1802740602548,friday,9
2025-09-12,2,4b-2,state highway,two-way road with physical separation,dry,clear,dawn/dusk,1,0,0,0,0,True,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.5218919338429,-91.1453334996744,friday,9
2025-09-12,12,2d-2,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.425235200316,-91.1600115538934,friday,9
2025-09-12,11,2b-3,state highway,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.40874662022,-91.1014758162334,friday,9
2025-09-12,10,5a-1,us highway,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4495189134898,-91.1810216353516,friday,9
2025-09-12,10,2c-1,state highway,two-way road with a physical barrier,dry,clear,dark - continuous street lights,0,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,not applicable,30.4324878262629,-91.1874798244968,friday,9
2025-09-12,10,2c-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,movement prior to crash,violations,30.4188981667081,-91.1768703937213,friday,9
2025-09-12,12,2d-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4131081853721,-91.1454461955465,friday,9
2025-09-12,6,3c-3,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Single Vehicle / Non-Collision,violations,movement prior to crash,30.431546177457,-91.0804910439178,friday,9
2025-09-12,5,Other,interstate,one-way road,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Single Vehicle / Non-Collision,movement prior to crash,not applicable,30.4960155493688,-91.1610900007392,friday,9
2025-09-12,12,2c-3,city street,two-way road with a physical barrier,dry,clear,dark - continuous street lights,1,0,0,0,0,True,3,straight,on roadway,Angle,violations,violations,30.388022416473,-91.1572616379928,friday,9
2025-09-12,7,2b-2,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,violations,30.4218273662255,-91.1401431948141,friday,9
2025-09-12,5,Other,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.5086099590766,-91.1584257070382,friday,9
2025-09-12,7,2b-2,city street,two-way road with no physical separation,dry,clear,daylight,0,0,0,0,0,False,2,straight,on roadway,Rear-End,movement prior to crash,violations,30.4192918380932,-91.141357947807,friday,9
2025-09-12,7,1c-1,city street,two-way road with no physical separation,dry,clear,daylight,0,0,1,0,0,False,2,straight,on roadway,Single Vehicle / Non-Collision,violations,not applicable,30.4445924338402,-91.1395932454896,friday,9
2025-09-12,6,3e-2,off road/private property,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,in parking lane or zone,Backing,violations,violations,30.4325197475076,-91.0577823643046,friday,9
2025-09-12,10,Other,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,not applicable,30.4577159402295,-91.1717210326356,friday,9
2025-09-12,7,1c-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,not on trafficway,"off roadway, location unknown",Single Vehicle / Non-Collision,violations,not applicable,30.4508472330021,-91.1530686637594,friday,9
2025-09-12,6,3b-1,city street,two-way road with no physical separation,dry,clear,dark - continuous street lights,0,0,0,0,0,True,2,straight,on roadway,Angle,violations,not applicable,30.4716602386408,-91.0890776128526,friday,9
2025-09-12,12,2b-2,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,vision obstructions,not applicable,30.417083260531,-91.1428562032588,friday,9
2025-09-12,10,2d-1,interstate,one-way road,dry,clear,daylight,0,0,0,0,0,False,2,curve right,on roadway,Rear-End,violations,movement prior to crash,30.4331290550684,-91.1758501074244,friday,9
2025-09-12,7,2b-2,city street,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,1,straight,on roadway,Single Vehicle / Non-Collision,roadway condition,not applicable,30.4249732125649,-91.1292975067465,friday,9
2025-09-12,11,3g-3,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4341807631044,-91.0826024783815,friday,9
2025-09-12,7,1b-2,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4761943252924,-91.1566523645099,friday,9
2025-09-11,6,1c-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,unknown,Rear-End,violations,movement prior to crash,30.451058232112,-91.1390246256608,thursday,9
2025-09-11,12,2d-2,interstate,two-way road with no physical separation,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Rear-End,violations,movement prior to crash,30.4263398157133,-91.1664970812872,thursday,9
2025-09-11,5,4f-2,us highway,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4972537062318,-91.1276397590149,thursday,9
2025-09-11,11,2b-3,interstate,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,violations,violations,30.418090631313,-91.1056838502469,thursday,9
2025-09-11,7,2b-1,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,1,0,0,False,2,straight,on roadway,Rear-End,violations,not applicable,30.4231305801319,-91.1397817240302,thursday,9
2025-09-11,5,4f-2,us highway,one-way road,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Rear-End,movement prior to crash,driver condition,30.4996591409789,-91.1291748431208,thursday,9
2025-09-11,6,1c-1,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,True,2,straight,on roadway,Angle,violations,movement prior to crash,30.4557276278978,-91.1392585867646,thursday,9
2025-09-11,7,2e-3,state highway,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Angle,violations,movement prior to crash,30.4015771803702,-91.1055742066107,thursday,9
2025-09-11,12,2d-3,city street,two-way road with no physical separation,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,movement prior to crash,30.3960072693969,-91.1577850124666,thursday,9
2025-09-11,7,2b-1,interstate,two-way road with a physical barrier,dry,clear,daylight,1,0,0,0,0,False,2,straight,on roadway,Sideswipe,violations,not applicable,30.4237289934527,-91.1451876093621,thursday,9
